title,description,endDate,yesPrice,noPrice
Will Trump pardon 250-499 Jan 6 protestors in his first 100 days?,"This market will resolve to ""Yes"" if between 250 (inclusive) and 499 (inclusive) people receive a presidential pardon, commutation, or reprieve from Donald Trump between January 20, and April 29, 2025, 11:59 PM ET, for crimes related to the January 6 Capitol attack. Otherwise, this market will resolve to ""No"".

Announcements that Trump will pardon individuals will not count. Only pardons, commutations, or reprieves actually issued on that date will count toward a ""Yes"" resolution.

The primary resolution source for whether any protestor is pardoned will be official information from the US government (e.g. https://www.justice.gov/pardon/clemency-recipients), however a consensus of credible reporting will also be used.",2025-04-29T12:00:00Z,0.002,0.998
Will Trump pardon 500-749 Jan 6 protestors in his first 100 days?,"This market will resolve to ""Yes"" if between 500 (inclusive) and 749 (inclusive) people receive a presidential pardon, commutation, or reprieve from Donald Trump between January 20, and April 29, 2025, 11:59 PM ET, for crimes related to the January 6 Capitol attack. Otherwise, this market will resolve to ""No"".

Announcements that Trump will pardon individuals will not count. Only pardons, commutations, or reprieves actually issued on that date will count toward a ""Yes"" resolution.

The primary resolution source for whether any protestor is pardoned will be official information from the US government (e.g. https://www.justice.gov/pardon/clemency-recipients), however a consensus of credible reporting will also be used.",2025-04-29T12:00:00Z,0.003,0.997
Will Trump pardon 750-999 Jan 6 protestors in his first 100 days?,"This market will resolve to ""Yes"" if between 750 (inclusive) and 999 (inclusive) people receive a presidential pardon, commutation, or reprieve from Donald Trump between January 20, and April 29, 2025, 11:59 PM ET, for crimes related to the January 6 Capitol attack. Otherwise, this market will resolve to ""No"".

Announcements that Trump will pardon individuals will not count. Only pardons, commutations, or reprieves actually issued on that date will count toward a ""Yes"" resolution.

The primary resolution source for whether any protestor is pardoned will be official information from the US government (e.g. https://www.justice.gov/pardon/clemency-recipients), however a consensus of credible reporting will also be used.",2025-04-29T12:00:00Z,0.0025,0.9975
"Will Trump pardon 1,500 or more Jan 6 protestors in his first 100 days?","This market will resolve to ""Yes"" if 1,500 or more people receive a presidential pardon, commutation, or reprieve from Donald Trump between January 20, and April 29, 2025, 11:59 PM ET, for crimes related to the January 6 Capitol attack. Otherwise, this market will resolve to ""No"".

Announcements that Trump will pardon individuals will not count. Only pardons, commutations, or reprieves actually issued on that date will count toward a ""Yes"" resolution.

The primary resolution source for whether any protestor is pardoned will be official information from the US government (e.g. https://www.justice.gov/pardon/clemency-recipients), however a consensus of credible reporting will also be used.",2025-04-29T12:00:00Z,0.0505,0.9495
"Will Trump pardon 1,000-1,249 Jan 6 protestors in his first 100 days?","This market will resolve to ""Yes"" if between 1,000 (inclusive) and 1,249 (inclusive) people receive a presidential pardon, commutation, or reprieve from Donald Trump between January 20, and April 29, 2025, 11:59 PM ET, for crimes related to the January 6 Capitol attack. Otherwise, this market will resolve to ""No"".

Announcements that Trump will pardon individuals will not count. Only pardons, commutations, or reprieves actually issued on that date will count toward a ""Yes"" resolution.

The primary resolution source for whether any protestor is pardoned will be official information from the US government (e.g. https://www.justice.gov/pardon/clemency-recipients), however a consensus of credible reporting will also be used.",2025-04-29T12:00:00Z,0.0305,0.9695
"Will Trump pardon 1,250-1,499 Jan 6 protestors in his first 100 days?","This market will resolve to ""Yes"" if between 1,250 (inclusive) and 1,499 (inclusive) people receive a presidential pardon, commutation, or reprieve from Donald Trump between January 20, and April 29, 2025, 11:59 PM ET, for crimes related to the January 6 Capitol attack. Otherwise, this market will resolve to ""No"".

Announcements that Trump will pardon individuals will not count. Only pardons, commutations, or reprieves actually issued on that date will count toward a ""Yes"" resolution.

The primary resolution source for whether any protestor is pardoned will be official information from the US government (e.g. https://www.justice.gov/pardon/clemency-recipients), however a consensus of credible reporting will also be used.",2025-04-29T12:00:00Z,0.88,0.12
Will Russia abandon Syrian naval base before July?,"This market will resolve to ""Yes"" if Russia abandons the Tartus Naval Facility in Syria by June 30, 2025, 11:59 PM ET. Otherwise this market will resolve to ""No"".

For the purposes of this market, ""abandon"" is defined as Russia ceasing all military operations and withdrawing all personnel from the facility.

The resolution source for this market will be a consensus of credible reporting.
",2025-06-30T12:00:00Z,0.095,0.905
Will Elon Musk buy a sports team before July?,"This market will resolve to ""Yes"" if Elon Musk announces has or is acquiring a professional sports team by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An announcement by Musk will qualify for a ""Yes"" resolution, regardless of whether the announced acquisition actually occurs.

The purchase of a minority share in a professional sports team will qualify. 

The primary resolution source for this market will be official information from Elon Musk, however a consensus of credible reporting may also be used.  ",2025-06-30T12:00:00Z,0.022,0.978
Will Trump jail Kamala Harris?,"This market will resolve to ""Yes"" if Kamala Harris serves any time in custody in a federal, state, or local U.S. jail or prison between January 20 (inclusive) and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The primary resolution source for this market will be official information from the U.S. Government, however a consensus of credible reporting may also be used.
",2025-06-30T12:00:00Z,0.0195,0.9805
Sam Altman arrested before July?,"is market will resolve to ""Yes"" if Sam Altman is arrested between January 7 and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The primary resolution source for this market will be a consensus of credible reporting. However, official information from the government involved in any action against Altman and information from Altman's legal representatives will also be used.",2025-06-30T12:00:00Z,0.0195,0.9805
Gavin Newsom recalled before July?,"his market will resolve to ""Yes"" if Gavin Newsom is officially recalled from his position as Governor of California by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No.""

The resolution source will be official announcements from the government of California however a consensus of credible reporting may also be used. ",2025-06-30T12:00:00Z,0.021,0.979
Will Kyren Lacy get drafted?,"This market refers to the 2025 NFL Draft scheduled for April 24, 2025 in Green Bay, Wisconsin.

If Kyren Lacy, the wide receiver from LSU, is drafted in the 2025 NFL Draft this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

The resolution source will be the official live broadcast 2025 NFL Draft, however a consensus of credible reporting may also be used.",2025-04-27T12:00:00Z,0.145,0.855
Will Labour win the most seats in the next Australian parliamentary election?,"The 2025 Australian federal election will be held on or before 17 May 2025 to elect members of the 48th Parliament of Australia. 

This market will resolve to ""Yes"" if the Australian Labor Party controls the most seats in the Australian House of Representatives
 (Australia's lower house) as a result of the next Australian parliamentary election.

If voting in the next Australian parliamentary election does not occur by December 31, 2025, this market will resolve to ""No"".

In the case of a tie between this party and any other for the most seats held, this market will resolve in favor of the party whose listed name comes first in alphabetical order.

This market's resolution will be based solely on the number of seats won by this party, not any coalition of which it may be a part.

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by the Australian government, specifically the Australian Electoral Commission (AEC) (https://www.aec.gov.au/).

Note: The Liberal and the National Parties of Australia (Liberal–National Coalition) will be considered a single party, NOT a coalition for the purpose of this market. If this alliance breaks up prior to the election, the market for Liberal–National Coalition will be assigned to the Liberal Party. ",2025-05-17T12:00:00Z,0.835,0.165
Will the Liberal–National Coalition win the most seats in the next Australian parliamentary election?,"The 2025 Australian federal election will be held on or before 17 May 2025 to elect members of the 48th Parliament of Australia. 

This market will resolve to ""Yes"" if the Liberal–National Coalition controls the most seats in the Australian House of Representatives
 (Australia's lower house) as a result of the next Australian parliamentary election.

If voting in the next Australian parliamentary election does not occur by December 31, 2025, this market will resolve to ""No"".

In the case of a tie between this party and any other for the most seats held, this market will resolve in favor of the party whose listed name comes first in alphabetical order.

This market's resolution will be based solely on the number of seats won by this party, not any coalition of which it may be a part.

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by the Australian government, specifically the Australian Electoral Commission (AEC) (https://www.aec.gov.au/).

Note: The Liberal and the National Parties of Australia (Liberal–National Coalition) will be considered a single party, NOT a coalition for the purpose of this market. If this alliance breaks up prior to the election, the market for Liberal–National Coalition will be assigned to the Liberal Party. ",2025-05-17T12:00:00Z,0.165,0.835
Will the Greens win the most seats in the next Australian parliamentary election?,"The 2025 Australian federal election will be held on or before 17 May 2025 to elect members of the 48th Parliament of Australia. 

This market will resolve to ""Yes"" if the Green Party controls the most seats in the Australian House of Representatives
 (Australia's lower house) as a result of the next Australian parliamentary election.

If voting in the next Australian parliamentary election does not occur by December 31, 2025, this market will resolve to ""No"".

In the case of a tie between this party and any other for the most seats held, this market will resolve in favor of the party whose listed name comes first in alphabetical order.

This market's resolution will be based solely on the number of seats won by this party, not any coalition of which it may be a part.

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by the Australian government, specifically the Australian Electoral Commission (AEC) (https://www.aec.gov.au/).

Note: The Liberal and the National Parties of Australia (Liberal–National Coalition) will be considered a single party, NOT a coalition for the purpose of this market. If this alliance breaks up prior to the election, the market for Liberal–National Coalition will be assigned to the Liberal Party. ",2025-05-17T12:00:00Z,0.0015,0.9985
Will another party win the most seats in the next Australian parliamentary election?,"The 2025 Australian federal election will be held on or before 17 May 2025 to elect members of the 48th Parliament of Australia. 

This market will resolve to ""Yes"" if a party other than the Greens, Labour, or Liberal-National coaltion controls the most seats in the Australian House of Representatives (Australia's lower house) as a result of the next Australian parliamentary election.

If voting in the next Australian parliamentary election does not occur by December 31, 2025, this market will resolve to ""Yes"".

In the case of a tie between this party and any other for the most seats held, this market will resolve in favor of the party whose listed name comes first in alphabetical order.

This market's resolution will be based solely on the number of seats won by this party, not any coalition of which it may be a part.

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by the Australian government, specifically the Australian Electoral Commission (AEC) (https://www.aec.gov.au/).

Note: The Liberal and the National Parties of Australia (Liberal–National Coalition) will be considered a single party, NOT a coalition for the purpose of this market. If this alliance breaks up prior to the election, the market for Liberal–National Coalition will be assigned to the Liberal Party. ",2025-05-17T12:00:00Z,0.0025,0.9975
Will Peter Dutton be the next Prime Minister of Australia after the 2025 election?,"The 2025 Australian federal election will be held on or before 17 May 2025 to elect members of the 48th Parliament of Australia. 

This market will resolve to ""Yes"" if Peter Dutton is the next Prime Minister of Australia following the election. Otherwise, this market will resolve to ""No.""

Any interim/caretaker Prime Minister will not count toward the resolution of this market. If no next Prime Minister of Australia is announced by December 31, of 2025, 11:59 PM ET this market will resolve to ""No.""

The primary resolution source for this market will be official information from the Government of Australia, however a consensus of credible reporting will also be used.",2025-05-17T12:00:00Z,0.16,0.84
Will Anthony Albanese be the next Prime Minister of Australia after the 2025 election?,"The 2025 Australian federal election will be held on or before 17 May 2025 to elect members of the 48th Parliament of Australia. 

This market will resolve to ""Yes"" if Anthony Albanese is the next Prime Minister of Australia following the election. Otherwise, this market will resolve to ""No.""

Any interim/caretaker Prime Minister will not count toward the resolution of this market. If no next Prime Minister of Australia is announced by December 31, of 2025, 11:59 PM ET this market will resolve to ""No.""

The primary resolution source for this market will be official information from the Government of Australia, however a consensus of credible reporting will also be used.",2025-05-17T12:00:00Z,0.83,0.17
Will Jim Chalmers be the next Prime Minister of Australia after the 2025 election?,"The 2025 Australian federal election will be held on or before 17 May 2025 to elect members of the 48th Parliament of Australia. 

This market will resolve to ""Yes"" if Jim Chalmers is the next Prime Minister of Australia following the election. Otherwise, this market will resolve to ""No.""

Any interim/caretaker Prime Minister will not count toward the resolution of this market. If no next Prime Minister of Australia is announced by December 31, of 2025, 11:59 PM ET this market will resolve to ""No.""

The primary resolution source for this market will be official information from the Government of Australia, however a consensus of credible reporting will also be used.",2025-05-17T12:00:00Z,0.0015,0.9985
Will Tanya Plibersek be the next Prime Minister of Australia after the 2025 election?,"The 2025 Australian federal election will be held on or before 17 May 2025 to elect members of the 48th Parliament of Australia. 

This market will resolve to ""Yes"" if Tanya Plibersek is the next Prime Minister of Australia following the election. Otherwise, this market will resolve to ""No.""

Any interim/caretaker Prime Minister will not count toward the resolution of this market. If no next Prime Minister of Australia is announced by December 31, of 2025, 11:59 PM ET this market will resolve to ""No.""

The primary resolution source for this market will be official information from the Government of Australia, however a consensus of credible reporting will also be used.",2025-05-17T12:00:00Z,0.0015,0.9985
NYC congestion pricing repealed before July?,"On January 5, New York City implemented a congestion pricing program, charging vehicles entering Manhattan south of 60th Street during peak hours (see: https://www.cnn.com/2025/01/12/business/nyc-congestion-pricing-2025/index.html)

This market will resolve to ""Yes"" if New York City’s congestion pricing program is officially repealed by June 30 2025, 11:59 PM ET. Otherwise this market will resolve to “No”.

Any announcement that the congestion pricing program has been officially removed/repealed by the resolution date will qualify, regardless of if/when the change goes into effect.

Only the announced permanent removal of the congestion pricing program will qualify. Changes to the program, such as lowering tolls, temporary removals, or any other change short of full removal will not count.

The primary resolution source for this market is the Government of New York, however a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.08,0.92
Debt ceiling raised or suspended before June?,"This market will resolve to ""Yes"" if the US debt ceiling is either raised suspended again by May 31, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

This market will only resolve to ""Yes"" if the US debt ceiling is raised or suspended. If the debt ceiling is abolished entirely within the established timeframe, this market will resolve to ""No"".

The primary resolution source for this market will be information from the government of the United States, however a consensus of credible reporting may also be used.",2025-05-31T12:00:00Z,0.125,0.875
Trump positive favorability on Day 100?,"This market will resolve to “Yes” if Donald Trump’s favorable rating according to RealClearPolitics is higher than his unfavorable rating on April 29, 2025. Otherwise, this market will resolve to “No”.

Trump’s favorable rating must be higher than his unfavorable rating for a “Yes” resolution; ties will not qualify.

The resolution source will be RealClearPolitics’ Favorability Ratings poll aggregator, https://www.realclearpolling.com/polls/favorability/political-leaders, specifically the RCP average under the column labeled ""Spread"" checked at 12:00 PM ET (noon) on the resolution date.

The listed value as of the check time will be used to resolve this market regardless of the listed date range.

Changes in the methodology by which RealClearPolitics calculates the favorability rating will have no bearing on the resolution of this market.

Please note the resolution source reports the rating value to only one decimal point (e.g. 2.8%, -3.9%, etc). Thus, this is the level of precision that will be used when resolving the market.",2025-04-29T12:00:00Z,0.0125,0.9875
Will Trump pardon Elon Musk in his first 100 days?,"This market will resolve to ""Yes"" if Elon Musk receives a presidential pardon, commutation, or reprieve from Donald Trump by April 29, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If it becomes impossible for Trump issue a federal pardon, commutation, or reprieve within this market's timeframe, it may immediately resolve to ""No"".

The primary resolution source for whether Elon Musk is pardoned or not will be official information from the US government, however a consensus of credible reporting will also be used.
",2025-04-29T12:00:00Z,0.002,0.998
Will Leon Draisaitl win the Hart Trophy?,"This market will resolve to “Yes” if Leon Draisaitl is awarded the 2025 Hart Trophy. Otherwise, this market will resolve to “No”.

If this player is not announced as a finalist for the 2025 Hart Trophy, this market will immediately resolve to “No”.

The primary resolution source for this market will be official information from the NHL.",2025-06-27T12:00:00Z,0.51,0.49
Will Connor Hellebuyck win the Hart Trophy?,"This market will resolve to “Yes” if Connor Hellebuyck is awarded the 2025 Hart Trophy. Otherwise, this market will resolve to “No”.

If this player is not announced as a finalist for the 2025 Hart Trophy, this market will immediately resolve to “No”.

The primary resolution source for this market will be official information from the NHL.",2025-06-27T12:00:00Z,0.445,0.555
Will Nathan MacKinnon win the Hart Trophy?,"This market will resolve to “Yes” if Nathan MacKinnon is awarded the 2025 Hart Trophy. Otherwise, this market will resolve to “No”.

If this player is not announced as a finalist for the 2025 Hart Trophy, this market will immediately resolve to “No”.

The primary resolution source for this market will be official information from the NHL.",2025-06-27T12:00:00Z,0.0085,0.9915
Will Connor McDavid win the Hart Trophy?,"This market will resolve to “Yes” if Connor McDavid is awarded the 2025 Hart Trophy. Otherwise, this market will resolve to “No”.

If this player is not announced as a finalist for the 2025 Hart Trophy, this market will immediately resolve to “No”.

The primary resolution source for this market will be official information from the NHL.",2025-06-27T12:00:00Z,0.0005,0.9995
Will Kirill Kaprizov win the Hart Trophy?,"This market will resolve to “Yes” if Kirill Kaprizov is awarded the 2025 Hart Trophy. Otherwise, this market will resolve to “No”.

If this player is not announced as a finalist for the 2025 Hart Trophy, this market will immediately resolve to “No”.

The primary resolution source for this market will be official information from the NHL.",2025-06-27T12:00:00Z,0.0005,0.9995
Will Nikita Kucherov win the Hart Trophy?,"This market will resolve to “Yes” if Nikita Kucherov is awarded the 2025 Hart Trophy. Otherwise, this market will resolve to “No”.

If this player is not announced as a finalist for the 2025 Hart Trophy, this market will immediately resolve to “No”.

The primary resolution source for this market will be official information from the NHL.",2025-06-27T12:00:00Z,0.0355,0.9645
Will Quinn Hughes win the Hart Trophy?,"This market will resolve to “Yes” if Quinn Hughes is awarded the 2025 Hart Trophy. Otherwise, this market will resolve to “No”.

If this player is not announced as a finalist for the 2025 Hart Trophy, this market will immediately resolve to “No”.

The primary resolution source for this market will be official information from the NHL.",2025-06-27T12:00:00Z,0.0005,0.9995
Will Jack Eichel win the Hart Trophy?,"This market will resolve to “Yes” if Jack Eichel is awarded the 2025 Hart Trophy. Otherwise, this market will resolve to “No”.

If this player is not announced as a finalist for the 2025 Hart Trophy, this market will immediately resolve to “No”.

The primary resolution source for this market will be official information from the NHL.",2025-06-27T12:00:00Z,0.0005,0.9995
Will Cale Makar win the Hart Trophy?,"This market will resolve to “Yes” if Cale Makar is awarded the 2025 Hart Trophy. Otherwise, this market will resolve to “No”.

If this player is not announced as a finalist for the 2025 Hart Trophy, this market will immediately resolve to “No”.

The primary resolution source for this market will be official information from the NHL.",2025-06-27T12:00:00Z,0.0015,0.9985
Will Kyle Connor win the Hart Trophy?,"This market will resolve to “Yes” if Kyle Connor is awarded the 2025 Hart Trophy. Otherwise, this market will resolve to “No”.

If this player is not announced as a finalist for the 2025 Hart Trophy, this market will immediately resolve to “No”.

The primary resolution source for this market will be official information from the NHL.",2025-06-27T12:00:00Z,0.0005,0.9995
Which conference wins NBA Finals?,"This market will resolve to “East” if a team from the Eastern Conference wins the 2025 NBA Finals.

This market will resolve to “West” if a team from the Western Conference wins the 2025 NBA Finals.

The resolution source for this market will be the NBA.",2025-06-22T12:00:00Z,0.48,0.52
RedNote removed from App Store before July?,"This market will resolve to ""Yes"" if the Xiaohongshu (小红书, RedNote) iOS app is no longer available for download on the United States Apple App Store at any point between January 16, 11:00 AM and June 30, 2025 11:59 PM ET. Otherwise, this market will resolve to ""No"".

If the app is inaccessible due to technical issues with the App Store itself, this will not count as a removal.

The primary resolution source for this market will be information from Apple and the Apple App Store, however a consensus of credible reporting will also be used.
",2025-06-30T12:00:00Z,0.068,0.932
Will Trump create External Revenue Service in first 100 days?,"On January 14, Donald Trump announced that he would create an ""External Revenue Service"" tasked with collecting tariffs and other forms of revenue from foreign nations. You can read more about that here: https://apnews.com/article/irs-trump-tax-revenues-tariffs-eef2ab6930a8672a418af27f61efaed8

This market will resolve to ""Yes"" if Donald Trump as President of the United States signs any federal legislation or performs any executive action by April 29, 2025, 11:59 PM ET, that has the effect of creating an External Revenue Service. Otherwise, this market will resolve to ""No"".

Any law or executive action meeting these criteria will count, even if its implementation is immediately halted or delayed by judicial or other actions.

Any bill signed into law or executive action taken within this market's time frame will qualify, regardless of when the law or action goes into effect.

The title of such an agency may vary, however any agency established with the express purpose of collecting tariffs and/or other forms of revenue from foreign nations will count toward a ""Yes"" resolution.

This market's resolution source will be official information from the Trump administration.",2025-04-29T12:00:00Z,0.007,0.993
X relaunches Vine before July?,"This market will resolve to ""Yes"" if X relaunches Vine by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

""Relaunching Vine"" is defined as launching a platform and/or feature that performs similar functions to Vine, and is branded as a ""relaunch of Vine"" by Elon Musk or X itself. Note - the relaunch must be live and broadly accessible to the public before the resolution date for this market to resolve to ""Yes"".

The primary resolution source will be the Vine platform, as well as official information from Elon Musk and X, however a consensus of credible reporting will also be used.",2025-06-30T12:00:00Z,0.1585,0.8415
Zelenskyy out as Ukraine president before July?,"This market will resolve to ""Yes"" if Volodymyr Zelenskyy is no longer serving as President of Ukraine for any length of time between January 17 and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An announcement of Volodymyr Zelenskyy's resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

This market's resolution source will be a consensus of credible reporting.",2025-06-30T12:00:00Z,0.045,0.955
Will TikTok be on the App Store on May 1?,"This market will resolve to ""Yes"" if the TikTok iOS app is available for download on the US Apple App Store on May 1, 2025 12:00 PM ET (noon). Otherwise, this market will resolve to ""No"".

If the app is inaccessible due to technical issues with the App Store itself, it will still be considered available for download.

The primary resolution source for this market will be information from Apple and the Apple App Store, however a consensus of credible reporting will also be used.",2025-05-01T12:00:00Z,0.9895,0.0105
X allowed to operate in China before May?,"On January 19, Elon Musk tweeted ""the current situation where TikTok is allowed to operate in America, but 𝕏 is not allowed to operate in China is unbalanced"" (see: https://x.com/elonmusk/status/1880975630646612254?s=46&t=Hs7p1TPQxYmmgC2MAl-H9A). 

This market will resolve to ""Yes"" if the People's Republic of China announces X/Twitter will be unbanned or if X/Twitter becomes available for use by the majority of people in the People's Republic of China by April 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An announcement by the government of the People's Republic of China announcing that X will be unbanned will qualify for a ""Yes"" resolution, regardless of if/when X becomes available for use. 

The primary resolution source for this market will be official information from the People's Republic of China and X/Twitter, however a consensus of credible reporting will also be used.
",2025-04-30T12:00:00Z,0.0005,0.9995
Will Frank McCourt buy TikTok?,"This market will resolve to ""Yes"" if credible reporting confirms that Frank McCourt, either personally or through an entity, enters into an agreement with TikTok to acquire its US operations by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An official announcement will qualify for a ""Yes"" resolution, regardless of whether the acquisition is ultimately completed.

The entity entering into the agreement does not need to be controlled by Frank McCourt,; his involvement as a partial owner, investor, or similar role will qualify for a ""Yes"" resolution.

The primary resolution source for this market is official information from Frank McCourt and/or TikTok, however a consensus of credible reporting will also be used.",2025-06-30T12:00:00Z,0.0745,0.9255
Will Perplexity AI buy TikTok?,"This market will resolve to ""Yes"" if it is announced that TikTok will be, has been, or is being acquired by or merged with Perplexity AI by  June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An announcement by TikTok will qualify for a ""Yes"" resolution, regardless of whether the announced acquisition/merger actually occurs.

If TikTok is part of an acquisition or merger involving the specified entity, this market will resolve to ""Yes,"" regardless of whether it is the sole buyer or partner.

The primary resolution source for this market will be official information from TikTok or Perplexity AI, however a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.0365,0.9635
Will Meta buy TikTok?,"This market will resolve to ""Yes"" if it is announced that TikTok will be, has been, or is being acquired by or merged with Meta Platforms, Inc by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An announcement by TikTok will qualify for a ""Yes"" resolution, regardless of whether the announced acquisition/merger actually occurs.

If TikTok is part of an acquisition or merger involving the specified entity, this market will resolve to ""Yes,"" regardless of whether it is the sole buyer or partner.

The primary resolution source for this market will be official information from TikTok or Meta, however a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.0375,0.9625
Will X buy TikTok?,"This market will resolve to ""Yes"" if it is announced that TikTok will be, has been, or is being acquired by or merged with X (formerly Twitter), by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An announcement by TikTok will qualify for a ""Yes"" resolution, regardless of whether the announced acquisition/merger actually occurs.

If TikTok is part of an acquisition or merger involving the specified entity, this market will resolve to ""Yes,"" regardless of whether it is the sole buyer or partner.

The primary resolution source for this market will be official information from TikTok or X, however a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.0235,0.9765
Will Microsoft buy TikTok?,"This market will resolve to ""Yes"" if it is announced that TikTok will be, has been, or is being acquired by or merged with Microsoft by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An announcement by TikTok will qualify for a ""Yes"" resolution, regardless of whether the announced acquisition/merger actually occurs.

If TikTok is part of an acquisition or merger involving the specified entity, this market will resolve to ""Yes,"" regardless of whether it is the sole buyer or partner.

The primary resolution source for this market will be official information from TikTok or Microsoft, however a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.08,0.92
Will Oracle buy TikTok?,"This market will resolve to ""Yes"" if it is announced that TikTok will be, has been, or is being acquired by or merged with Oracle Corporation by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An announcement by TikTok will qualify for a ""Yes"" resolution, regardless of whether the announced acquisition/merger actually occurs.

If TikTok is part of an acquisition or merger involving the specified entity, this market will resolve to ""Yes,"" regardless of whether it is the sole buyer or partner.

The primary resolution source for this market will be official information from TikTok or Oracle, however a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.125,0.875
Will Walmart buy TikTok?,"This market will resolve to ""Yes"" if it is announced that TikTok will be, has been, or is being acquired by or merged with Walmart, by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An announcement by TikTok will qualify for a ""Yes"" resolution, regardless of whether the announced acquisition/merger actually occurs.

If TikTok is part of an acquisition or merger involving the specified entity, this market will resolve to ""Yes,"" regardless of whether it is the sole buyer or partner.

The primary resolution source for this market will be official information from TikTok or Walmart, however a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.0295,0.9705
Will Rumble buy TikTok?,"This market will resolve to ""Yes"" if it is announced that TikTok will be, has been, or is being acquired by or merged with Rumble by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An announcement by TikTok will qualify for a ""Yes"" resolution, regardless of whether the announced acquisition/merger actually occurs.

If TikTok is part of an acquisition or merger involving the specified entity, this market will resolve to ""Yes,"" regardless of whether it is the sole buyer or partner.

The primary resolution source for this market will be official information from TikTok or Rumble, however a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.0395,0.9605
Will Amazon buy TikTok?,"This market will resolve to ""Yes"" if it is announced that TikTok will be, has been, or is being acquired by or merged with Amazon, by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An announcement by TikTok will qualify for a ""Yes"" resolution, regardless of whether the announced acquisition/merger actually occurs.

If TikTok is part of an acquisition or merger involving the specified entity, this market will resolve to ""Yes,"" regardless of whether it is the sole buyer or partner.

The primary resolution source for this market will be official information from TikTok or Amazon, however a consensus of credible reporting may also be used.",2025-06-30T12:00:00Z,0.076,0.924
Will Bobby Kotick buy TikTok?,"This market will resolve to ""Yes"" if credible reporting confirms that Bobby Kotick, either personally or through an entity, enters into an agreement with TikTok to acquire its US operations by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An official announcement will qualify for a ""Yes"" resolution, regardless of whether the acquisition is ultimately completed.

The entity entering into the agreement does not need to be controlled by Bobby Kotick; his involvement as a partial owner, investor, or similar role will qualify for a ""Yes"" resolution.

The primary resolution source for this market is official information from Bobby Kotick and/or TikTok, however a consensus of credible reporting will also be used.",2025-06-30T12:00:00Z,0.053,0.947
Will Sam Altman buy TikTok?,"This market will resolve to ""Yes"" if credible reporting confirms that Sam Altman, either personally or through an entity, enters into an agreement with TikTok to acquire its US operations by June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

An official announcement will qualify for a ""Yes"" resolution, regardless of whether the acquisition is ultimately completed.

The entity entering into the agreement does not need to be controlled by Sam Altman; his involvement as a partial owner, investor, or similar role will qualify for a ""Yes"" resolution.

The primary resolution source for this market is official information from Sam Altman and/or TikTok, however a consensus of credible reporting will also be used.",2025-06-30T12:00:00Z,0.018,0.982
